age,income,previous_purchase,will_purchase
58,49223,Yes,Yes
45,36129,No,Yes
51,36770,Yes,Yes
51,69101,Yes,Yes
55,47503,No,Yes
23,71836,No,Yes
62,58220,Yes,No
41,48464,No,No
52,48890,No,Yes
69,25535,No,No
69,32027,Yes,No
61,27291,Yes,Yes
46,66594,No,No
37,25733,No,Yes
51,70870,Yes,No
57,38689,No,Yes
69,72149,Yes,No
35,40841,No,Yes
63,25242,No,Yes
40,49221,No,Yes
42,35725,No,Yes
28,77081,No,No
22,37288,No,Yes
64,61975,No,No
68,26688,Yes,No
23,76159,Yes,No
69,25870,Yes,No
44,32829,Yes,Yes
52,30361,Yes,Yes
53,55143,No,No
56,56056,No,No
31,50111,Yes,No
24,35807,No,Yes
27,58486,Yes,No
48,54837,No,Yes
57,65031,No,Yes
30,60346,Yes,No
33,58105,No,Yes
59,28313,Yes,Yes
69,73690,No,No
26,41528,No,Yes
49,74187,Yes,Yes
61,71427,No,No
31,21357,Yes,No
57,43203,Yes,No
52,31266,No,Yes
44,38454,Yes,Yes
35,29154,No,Yes
60,48052,No,No
24,30908,No,No
51,47959,Yes,Yes
25,33735,Yes,Yes
65,31295,Yes,No
23,77620,Yes,No
26,50422,Yes,Yes
69,52083,No,No
20,44560,No,Yes
35,42592,Yes,Yes
38,38187,No,Yes
38,32144,Yes,No
34,54908,Yes,Yes
69,25781,No,Yes
46,70297,Yes,No
24,79272,Yes,Yes
55,39217,No,Yes
56,20209,Yes,Yes
56,38811,No,Yes
36,52892,Yes,No
48,65982,No,Yes
29,43509,Yes,Yes
27,55163,Yes,Yes
55,59383,No,Yes
61,57340,Yes,No
56,44543,No,Yes
29,34454,Yes,No
41,28893,Yes,No
36,71316,Yes,Yes
45,22022,Yes,No
58,31706,No,No
37,30954,No,No
31,65751,Yes,Yes
38,31452,No,No
36,73955,No,Yes
60,51109,Yes,No
43,38273,No,Yes
66,21967,No,Yes
62,69583,No,Yes
53,23705,No,No
34,75528,Yes,No
55,42318,No,Yes
65,75616,Yes,No
29,31870,Yes,No
20,26118,Yes,Yes
58,77743,Yes,No
49,29462,Yes,Yes
51,78612,No,No
54,77536,Yes,No
60,51042,Yes,Yes
45,50359,No,Yes
60,52391,Yes,No
45,62616,Yes,No
59,76794,No,Yes
61,26242,Yes,Yes
68,59681,Yes,No
51,28177,No,No
58,71881,Yes,Yes
35,25551,Yes,Yes
51,25320,No,Yes
63,38746,No,No
32,39750,No,No
32,49401,No,Yes
36,61705,No,No
34,64134,No,No
29,40623,Yes,Yes
68,26358,No,Yes
57,37888,Yes,Yes
30,41669,Yes,Yes
25,63874,No,No
38,37050,Yes,Yes
31,33697,No,Yes
42,53376,No,No
38,37820,Yes,No
43,40254,Yes,Yes
64,42731,Yes,No
62,53939,Yes,No
43,77439,No,Yes
47,54715,Yes,Yes
20,36867,No,No
28,62932,Yes,No
69,74928,No,No
37,22731,Yes,Yes
30,36913,No,No
61,45537,Yes,No
68,26644,Yes,Yes
52,38228,No,Yes
38,25800,Yes,Yes
65,59576,Yes,Yes
21,30798,Yes,Yes
47,58454,Yes,No
24,72535,Yes,Yes
67,44221,No,Yes
35,30972,Yes,Yes
51,26003,Yes,No
44,62011,Yes,Yes
59,27541,Yes,No
43,31944,No,Yes
48,71718,Yes,No
47,47497,No,No
58,67809,Yes,No
61,21563,Yes,No
69,23262,Yes,No
62,74589,Yes,No
48,45715,Yes,Yes
21,22097,Yes,Yes
22,74591,No,Yes
39,20337,Yes,Yes
33,32504,Yes,Yes
48,74452,No,Yes
30,70051,Yes,Yes
20,46872,Yes,No
21,57154,Yes,No
32,24435,No,No
42,68954,No,Yes
41,51864,Yes,Yes
35,58186,Yes,Yes
36,32872,No,Yes
41,44713,Yes,Yes
32,69274,Yes,No
62,45409,No,Yes
36,45315,Yes,Yes
49,55326,No,No
33,44877,Yes,Yes
42,37502,Yes,No
69,79461,No,Yes
53,36044,Yes,Yes
57,72998,Yes,Yes
64,69894,No,No
24,75164,Yes,Yes
22,21283,No,No
66,55592,No,Yes
56,63987,No,No
44,42810,No,Yes
41,61299,Yes,Yes
33,30134,No,No
56,75436,Yes,Yes
47,37693,Yes,Yes
36,52383,No,Yes
39,56701,Yes,No
69,36688,No,Yes
58,70123,No,Yes
59,31313,Yes,No
69,38757,No,No
40,66547,No,Yes
49,65632,No,Yes
45,33502,No,No
36,62365,No,No
33,25468,No,Yes
21,73877,Yes,No
51,25413,Yes,No
48,27423,No,No
41,49883,No,No
41,43924,Yes,No
48,73878,Yes,No
42,50157,Yes,No
32,70509,Yes,No
39,57601,Yes,Yes
53,68751,Yes,Yes
57,54525,No,Yes
56,33555,No,Yes
55,53952,No,Yes
52,57565,No,Yes
38,78604,Yes,No
41,30353,Yes,No
53,31296,Yes,No
29,64489,No,Yes
45,41494,No,Yes
65,49779,Yes,Yes
39,39260,No,Yes
52,78970,No,Yes
23,41899,Yes,No
68,49720,No,Yes
41,23024,No,Yes
36,64732,Yes,Yes
30,75492,Yes,Yes
63,26836,No,Yes
48,72309,Yes,No
29,23497,No,Yes
54,75985,Yes,Yes
56,37066,Yes,No
27,57655,Yes,No
40,56748,No,No
20,42366,Yes,Yes
53,47077,Yes,Yes
21,49851,No,No
63,21137,Yes,Yes
31,53422,No,Yes
47,59675,Yes,Yes
47,51258,No,Yes
45,21642,Yes,Yes
69,75897,Yes,Yes
41,67444,Yes,Yes
62,62549,No,No
34,25317,No,Yes
45,43625,No,Yes
43,20028,No,Yes
46,69682,No,No
35,31876,No,No
52,20883,Yes,No
28,40884,No,No
35,69867,Yes,No
50,58992,No,Yes
56,52045,No,Yes
58,52524,Yes,No
22,77817,Yes,No
52,63721,Yes,No
41,62843,Yes,No
23,43077,Yes,No
20,25866,Yes,Yes
61,78513,Yes,Yes
67,68818,No,Yes
38,76328,Yes,No
57,57626,No,No
42,58196,No,No
35,63458,Yes,Yes
39,75232,Yes,No
63,68086,No,No
58,54615,Yes,No
36,41443,No,No
55,65855,Yes,Yes
69,52995,No,No
32,23182,No,No
49,55261,Yes,Yes
48,28144,Yes,Yes
29,30457,No,No
37,28487,No,No
32,48928,No,No
21,41454,No,Yes
22,76452,Yes,Yes
41,43416,No,Yes
40,75933,Yes,No
61,31737,No,Yes
59,24469,Yes,No
63,42609,Yes,No
61,66248,Yes,Yes
40,27359,No,Yes
22,77020,Yes,No
26,26549,No,Yes
59,55732,Yes,No
20,60745,Yes,Yes
22,24242,Yes,Yes
29,27854,No,Yes
24,20423,No,No
25,56686,No,Yes
49,68651,No,Yes
31,37980,Yes,No
66,61673,No,Yes
29,54053,No,Yes
35,73794,Yes,No
45,70921,No,Yes
29,29936,No,No
54,41979,No,No
24,41975,Yes,No
58,49076,No,Yes
65,47962,Yes,Yes
25,44646,Yes,Yes
66,67312,No,No
62,42062,No,No
66,48353,Yes,Yes
27,66833,Yes,Yes
57,71033,Yes,Yes
22,31559,No,Yes
67,23133,Yes,Yes
30,50010,No,Yes
45,21755,Yes,Yes
40,74595,No,No
40,79052,No,No
32,70785,No,No
60,36469,No,Yes
45,51949,Yes,No
54,36676,Yes,No
32,67773,No,No
28,52558,Yes,Yes
26,70499,No,No
45,60124,No,Yes
67,64311,No,No
41,63860,No,Yes
46,48540,Yes,Yes
59,50566,Yes,No
57,45377,No,No
69,30034,No,Yes
59,57702,No,No
21,61322,Yes,Yes
30,55100,Yes,Yes
46,57991,Yes,Yes
66,30272,No,Yes
50,76815,No,Yes
20,62260,Yes,No
66,75786,Yes,No
23,21962,No,Yes
61,42837,Yes,Yes
38,42719,Yes,Yes
50,26881,No,No
63,21883,Yes,No
54,59306,Yes,Yes
47,75734,No,No
44,45275,No,No
42,27362,No,Yes
64,46967,No,No
31,79591,Yes,No
67,48688,Yes,No
23,46803,No,No
27,54335,No,No
43,27184,Yes,No
39,76441,Yes,Yes
31,73079,No,Yes
24,74425,No,No
20,20176,Yes,No
56,36543,No,Yes
36,67420,No,Yes
61,73287,Yes,No
25,68586,No,Yes
67,42389,No,Yes
41,25324,No,Yes
64,52158,No,Yes
29,55687,No,Yes
45,24064,Yes,Yes
64,77839,No,Yes
63,24957,Yes,Yes
26,74115,No,Yes
33,38607,No,Yes
49,30528,Yes,No
53,24358,Yes,Yes
31,32475,No,Yes
47,25790,No,Yes
50,34725,Yes,No
52,51982,Yes,Yes
62,72631,Yes,Yes
39,75125,No,No
25,24404,Yes,Yes
58,47368,No,No
56,39331,Yes,Yes
30,62258,Yes,No
35,23095,Yes,No
39,51060,No,No
42,42933,No,Yes
57,71542,No,No
38,42372,Yes,No
31,61487,Yes,No
34,39023,Yes,No
47,65207,No,Yes
27,21697,Yes,No
23,58802,Yes,No
69,53236,No,No
35,75051,Yes,No
24,28002,No,Yes
49,52653,Yes,No
43,37068,Yes,No
54,66395,Yes,Yes
53,30335,No,No
41,39949,Yes,No
41,60165,No,No
67,21415,No,Yes
27,35810,No,Yes
68,51611,Yes,No
67,48054,No,No
45,44776,No,Yes
43,20586,No,Yes
57,31896,Yes,No
57,39549,Yes,Yes
31,60983,No,No
36,59195,Yes,No
58,39135,No,No
38,25868,No,No
43,79455,No,Yes
61,30767,No,Yes
48,21061,Yes,No
36,79082,Yes,Yes
57,73898,Yes,No
38,35013,Yes,No
21,43810,No,No
67,54830,Yes,No
59,49615,Yes,No
56,76023,No,No
55,33591,No,No
23,26020,No,No
54,77503,No,Yes
55,73857,Yes,No
67,29073,No,No
31,68637,Yes,Yes
32,37706,Yes,No
62,54702,No,Yes
59,63470,No,No
30,43397,Yes,No
58,44724,No,No
63,23304,Yes,No
50,37381,Yes,No
64,58689,Yes,Yes
49,56159,Yes,Yes
28,46755,No,Yes
61,29339,No,Yes
33,28296,Yes,Yes
57,45858,No,Yes
34,57290,No,Yes
34,45615,Yes,No
41,31740,No,No
28,52213,Yes,No
49,30157,No,No
28,28041,No,No
52,28622,Yes,Yes
33,40219,Yes,Yes
30,50494,Yes,Yes
66,65018,Yes,Yes
45,54836,Yes,Yes
28,34420,Yes,Yes
43,30167,Yes,Yes
50,62727,No,Yes
26,28705,No,No
56,22477,Yes,Yes
47,53793,No,Yes
61,70775,Yes,Yes
41,30092,No,No
49,41830,Yes,No
46,76687,Yes,Yes
67,53364,No,Yes
61,21564,No,Yes
64,25421,Yes,No
31,74839,No,Yes
22,37680,No,Yes
55,23075,No,No
23,52302,Yes,No
56,73228,Yes,No
55,43156,No,No
53,69090,No,No
55,32090,Yes,Yes
64,64724,Yes,No
59,40042,Yes,No
34,72482,Yes,No
24,41171,Yes,Yes
48,25243,Yes,Yes
22,26815,Yes,No
25,65077,Yes,No
53,45582,Yes,No
41,60390,No,No
38,42598,Yes,Yes
23,67681,Yes,Yes
24,79467,No,Yes
23,35866,Yes,Yes
65,41158,No,No
24,53278,No,Yes
41,42384,No,Yes
32,77058,Yes,Yes
45,55561,Yes,No
20,25303,No,Yes
40,75618,No,No
59,59025,No,No
46,56387,No,Yes
69,56398,Yes,No
34,38676,Yes,Yes
31,26430,Yes,Yes
20,61568,Yes,Yes
64,76009,No,No
42,49816,Yes,No
57,42513,Yes,Yes
55,43050,Yes,No
24,27945,No,No
27,70169,Yes,Yes
68,31610,No,No
67,68940,Yes,Yes
28,55294,No,Yes
27,35895,No,Yes
31,73646,No,No
33,59138,Yes,No
32,60656,No,No
27,51411,Yes,Yes
26,49137,Yes,Yes
45,20350,Yes,Yes
68,71080,Yes,No
47,51012,No,No
25,79375,Yes,Yes
68,57731,Yes,No
66,65217,Yes,Yes
47,69033,Yes,Yes
67,42436,No,Yes
46,20827,Yes,No
65,67146,Yes,No
21,48171,No,Yes
52,63957,No,Yes
48,28827,No,No
69,67697,No,Yes
50,32661,Yes,Yes
22,57376,Yes,No
42,53768,No,Yes
59,74147,Yes,No
31,27049,No,No
47,46906,Yes,No
34,50508,Yes,Yes
26,43294,Yes,No
64,46289,Yes,Yes
43,73265,No,No
46,31735,Yes,No
39,51765,No,No
40,57228,No,No
50,59172,Yes,Yes
46,56125,No,No
33,43655,Yes,Yes
42,67202,No,Yes
39,28376,Yes,Yes
65,75256,No,Yes
31,23865,No,No
36,31678,Yes,Yes
53,71658,Yes,No
60,39539,No,Yes
21,25468,No,Yes
65,51436,No,No
46,42986,No,Yes
57,28527,No,No
57,68534,Yes,Yes
53,77311,Yes,No
28,68574,No,No
51,23084,Yes,No
67,70374,No,No
68,58492,No,Yes
45,47442,No,Yes
33,55218,No,Yes
63,38108,Yes,Yes
47,75734,Yes,No
68,24474,No,No
24,42809,Yes,Yes
61,75331,No,Yes
69,59362,No,Yes
37,52760,No,Yes
36,44934,Yes,Yes
60,42981,No,Yes
44,39472,Yes,Yes
60,73689,Yes,Yes
22,30866,Yes,No
59,60439,Yes,Yes
42,56217,No,Yes
41,69270,No,No
35,79132,Yes,No
53,31787,No,Yes
43,60369,Yes,Yes
23,53979,No,Yes
29,61232,Yes,Yes
63,35898,No,Yes
62,61601,No,Yes
52,30560,No,No
32,66196,Yes,No
31,72907,Yes,No
22,68154,No,Yes
34,54603,Yes,Yes
51,49962,Yes,No
26,61576,No,No
41,55760,Yes,Yes
45,50126,Yes,No
40,59371,No,Yes
35,22939,Yes,Yes
68,36432,Yes,Yes
39,60152,Yes,Yes
66,54799,Yes,No
28,21541,Yes,No
20,51767,Yes,Yes
42,78890,No,Yes
37,60558,No,No
62,34698,No,Yes
36,23056,Yes,Yes
56,28685,No,Yes
67,29001,Yes,No
58,65280,Yes,No
25,27475,Yes,No
44,57554,Yes,Yes
63,39349,Yes,No
38,47927,No,No
22,22418,No,Yes
41,63571,Yes,No
60,28423,No,No
46,30189,No,No
51,20698,Yes,Yes
61,24442,No,No
26,68639,Yes,Yes
33,67016,No,Yes
60,66981,No,No
36,27974,Yes,No
42,26808,No,Yes
34,41951,Yes,Yes
21,77682,Yes,No
31,73657,No,Yes
63,44928,Yes,No
40,59180,No,Yes
31,65205,No,Yes
38,62776,No,Yes
59,69814,Yes,Yes
34,20003,Yes,Yes
26,73358,No,Yes
45,68775,Yes,Yes
42,32230,No,No
36,60338,No,No
25,63741,No,Yes
36,72950,Yes,No
64,61036,Yes,Yes
41,69775,No,No
28,50618,No,No
69,20628,No,Yes
45,26332,Yes,No
36,49451,Yes,Yes
59,35924,Yes,Yes
59,44382,Yes,No
64,77713,Yes,Yes
61,23456,Yes,No
46,53095,No,Yes
31,41343,Yes,No
46,44646,No,No
38,79970,No,Yes
59,43170,Yes,Yes
29,21156,Yes,No
62,49761,No,No
56,46364,No,No
32,47428,Yes,Yes
60,48043,Yes,Yes
53,78367,Yes,No
45,55115,Yes,No
62,61119,Yes,Yes
60,49972,No,Yes
28,33763,Yes,Yes
40,78528,No,No
32,61872,Yes,No
22,51329,No,No
40,34641,Yes,Yes
41,50347,Yes,Yes
47,31710,Yes,Yes
45,59740,Yes,Yes
30,28969,Yes,Yes
38,31349,No,No
26,33760,No,No
20,54039,No,Yes
50,63485,No,Yes
27,60686,No,No
45,51459,Yes,No
37,32789,Yes,Yes
37,34044,Yes,Yes
33,22867,Yes,No
60,45970,Yes,No
41,27058,No,No
67,22584,Yes,No
47,38176,Yes,No
20,27715,No,Yes
23,34709,No,Yes
59,20261,Yes,No
26,72490,No,No
63,55347,No,No
38,60535,Yes,No
48,20018,No,No
64,65044,No,Yes
43,62669,No,No
35,45827,Yes,Yes
47,55589,No,Yes
43,47683,Yes,No
49,23767,Yes,No
33,26343,Yes,No
34,71383,No,Yes
61,42755,Yes,No
65,37493,No,No
45,51855,Yes,No
49,49814,Yes,No
34,77768,Yes,No
32,33957,Yes,Yes
50,78619,No,Yes
47,79180,Yes,Yes
58,45994,Yes,No
65,51903,Yes,No
33,74412,No,Yes
24,54587,Yes,No
62,44226,Yes,No
40,52056,No,Yes
61,43490,Yes,Yes
53,48389,No,Yes
50,39854,No,Yes
45,27668,No,No
23,45299,No,Yes
24,68725,Yes,Yes
49,35713,Yes,No
53,26456,No,Yes
49,63632,No,Yes
28,20100,No,No
34,59892,Yes,No
67,55911,No,Yes
59,69641,No,No
51,25980,No,No
48,47735,Yes,No
52,77791,No,No
34,43325,No,Yes
33,20226,Yes,Yes
38,69399,No,No
25,27615,No,Yes
21,67496,No,Yes
28,30095,Yes,No
61,61378,No,Yes
47,68540,No,No
30,39722,Yes,Yes
61,32710,No,Yes
30,56971,Yes,No
47,37520,No,No
67,61152,Yes,No
46,28302,Yes,Yes
39,57645,No,No
31,28269,No,Yes
24,77322,No,Yes
48,52064,Yes,No
61,33243,Yes,No
26,50670,Yes,Yes
68,51258,No,No
56,66064,Yes,No
67,38101,No,No
63,73686,No,Yes
60,46955,No,No
59,41097,No,Yes
62,55756,No,Yes
26,37136,No,Yes
52,73155,Yes,Yes
48,32989,No,No
64,78018,Yes,No
37,24272,Yes,No
58,42215,No,Yes
34,46561,Yes,Yes
49,49009,No,Yes
61,46672,Yes,No
60,60277,No,No
47,66451,No,No
56,38254,No,Yes
35,74739,No,Yes
59,33954,No,No
63,72492,Yes,No
60,53622,Yes,Yes
50,69521,No,No
58,22842,No,No
57,32822,No,No
21,64908,No,No
42,26931,No,Yes
45,42233,No,Yes
45,70642,No,Yes
38,49378,No,No
64,42260,No,Yes
47,67955,No,No
40,62768,Yes,Yes
66,21118,No,No
65,73145,No,Yes
28,24761,No,No
60,75244,No,Yes
49,25362,No,No
44,37038,No,No
39,68882,No,No
59,43003,No,No
68,67963,No,No
29,48429,Yes,Yes
42,61846,Yes,Yes
35,25037,No,No
26,30842,Yes,No
38,47545,No,No
31,57504,Yes,Yes
57,79285,Yes,Yes
23,53454,No,Yes
63,40230,No,Yes
46,44093,Yes,Yes
21,65149,No,No
35,37271,No,No
63,22285,No,No
66,37853,No,No
60,33314,Yes,No
61,78425,No,Yes
30,41917,No,No
68,31458,Yes,Yes
46,74348,Yes,Yes
24,48115,Yes,No
36,46172,No,No
69,34857,Yes,No
64,23231,Yes,No
40,52326,No,Yes
31,59688,No,No
61,48681,Yes,Yes
40,78806,No,Yes
28,70495,Yes,Yes
59,70649,Yes,Yes
60,25319,No,Yes
27,50058,No,No
62,40697,Yes,No
49,72855,No,Yes
38,46438,Yes,Yes
45,22412,Yes,No
29,50798,Yes,Yes
51,25595,Yes,No
65,24281,No,No
50,58366,Yes,No
45,20732,Yes,Yes
46,56112,No,Yes
40,46775,No,Yes
54,78517,No,No
56,40344,Yes,Yes
23,46729,Yes,No
29,75382,No,No
32,22639,No,No
56,70663,Yes,Yes
56,51428,No,Yes
54,67950,Yes,No
28,57584,No,Yes
35,23467,No,No
46,30778,Yes,Yes
20,33823,No,Yes
63,37718,No,Yes
25,78603,Yes,Yes
68,75279,No,No
26,41644,Yes,Yes
33,54720,Yes,No
66,76597,Yes,Yes
65,69738,Yes,Yes
52,26493,Yes,Yes
40,53054,No,No
32,38096,No,No
40,66203,Yes,No
55,33796,Yes,No
65,69353,No,Yes
54,75598,No,Yes
24,26872,No,Yes
35,60391,No,Yes
30,73092,No,No
50,76763,Yes,No
49,52735,Yes,Yes
68,42400,Yes,No
57,23025,No,Yes
35,33002,Yes,No
32,22827,Yes,Yes
40,71599,Yes,Yes
43,34322,No,No
62,40575,No,No
29,32857,Yes,Yes
50,65325,Yes,Yes
54,24609,No,No
41,40054,No,Yes
38,56302,No,No
53,35527,Yes,No
43,37050,Yes,Yes
57,45007,No,No
27,25637,Yes,Yes
55,32324,Yes,Yes
54,79085,No,Yes
22,31851,No,Yes
20,49396,No,Yes
24,22811,No,No
49,38239,Yes,Yes
49,73572,No,Yes
41,27999,Yes,No
23,74997,No,No
40,47877,No,No
58,48160,No,Yes
22,79754,Yes,Yes
50,37175,Yes,No
61,52830,Yes,Yes
28,39863,No,No
42,24135,Yes,No
44,55706,Yes,Yes
50,61104,No,Yes
26,55152,Yes,Yes
46,50286,No,No
37,61486,No,Yes
25,36069,No,No
31,52538,Yes,No
59,31908,No,Yes
39,36709,No,Yes
55,30661,No,No
50,71273,No,Yes
33,29560,Yes,No
34,79173,No,Yes
56,32542,Yes,Yes
41,36263,Yes,No
49,60041,No,Yes
39,43082,Yes,No
55,21669,Yes,No
42,67776,No,No
62,38774,No,Yes
68,79945,Yes,Yes
22,79446,No,No
20,38101,No,No
46,32413,Yes,Yes
26,30035,Yes,Yes
60,61619,No,Yes
48,79534,Yes,No
29,50673,No,No
20,36149,No,Yes
59,59359,No,No
30,20091,No,No
60,71170,No,Yes
67,39334,No,Yes
38,65340,Yes,Yes
34,69068,Yes,Yes
47,71689,Yes,Yes
47,40988,Yes,Yes
22,26058,No,Yes
53,38324,Yes,No
33,46942,Yes,Yes
33,57041,Yes,Yes
36,59555,No,No
31,68258,Yes,No
24,60771,No,No
39,71712,Yes,Yes
55,51585,Yes,Yes
24,48374,No,No
68,30170,No,Yes
56,26825,No,Yes
52,50170,No,Yes
24,25919,No,No
27,51434,No,No
43,78475,Yes,Yes
46,56538,Yes,No
49,22563,Yes,No
52,33019,No,Yes
32,20408,Yes,No
22,72252,Yes,Yes
54,31701,Yes,Yes
62,31301,Yes,No
32,50674,No,Yes
36,42146,Yes,No
34,47589,Yes,No
30,37519,No,Yes
52,38332,Yes,No
42,58125,No,No
21,70320,Yes,No
45,38511,No,Yes
56,50242,No,Yes
33,20571,No,Yes
35,29470,No,Yes
60,58710,Yes,Yes
60,69104,No,Yes
28,30950,No,Yes
35,29428,Yes,Yes
50,37255,No,Yes
66,49578,Yes,Yes
59,33659,No,No
41,62081,No,Yes
23,47177,Yes,Yes
58,67169,Yes,No
29,55311,No,No
34,51583,Yes,Yes
20,72145,Yes,Yes
55,67500,No,No
56,27193,No,Yes
49,27986,No,No
42,61393,No,No
31,73851,Yes,No
56,70205,Yes,No
55,68296,No,No
67,30494,Yes,No
53,76035,No,No
47,72509,Yes,No
21,37932,Yes,No
52,71578,Yes,Yes
68,54973,Yes,Yes
56,78210,No,Yes
36,27679,No,No
36,22142,Yes,No
46,62057,Yes,No
63,40591,No,Yes
54,35792,No,No
41,78704,Yes,Yes
63,75334,Yes,Yes
23,75987,No,No
38,67094,No,No
51,76615,No,No
39,51054,No,No
40,71245,Yes,No
68,70236,No,Yes
42,63338,Yes,Yes
54,26028,Yes,No
25,67975,Yes,Yes
58,43455,Yes,No
42,25881,No,Yes
61,40647,Yes,No
53,66044,No,No
48,26820,No,No
60,31782,No,Yes
36,28327,Yes,Yes
30,59185,No,Yes
66,55196,No,Yes
37,78907,No,No
28,41820,Yes,No
59,50513,No,No
53,79001,Yes,No
31,67272,Yes,Yes
28,27369,No,Yes
22,40372,Yes,Yes
45,76904,Yes,No
68,60334,No,Yes
47,42828,No,Yes
52,58077,No,No
39,58549,Yes,Yes
52,37307,Yes,No
63,58108,No,No
56,29771,No,Yes
46,66164,No,Yes
32,66035,Yes,Yes
33,75208,No,No
31,53595,No,Yes
26,55329,No,No
41,33126,No,No
35,54424,Yes,Yes
27,66337,Yes,Yes
51,62274,Yes,No
65,50494,No,No
63,34281,No,Yes
68,75197,No,No
24,72754,Yes,Yes
47,25002,No,Yes
22,74204,Yes,Yes
66,46942,Yes,No
34,38199,Yes,Yes
40,35753,Yes,Yes
20,30420,No,No
53,60545,No,Yes
45,30826,Yes,No
32,26851,No,No
52,60653,Yes,Yes
67,60547,No,Yes
37,69103,Yes,Yes
34,56782,No,Yes
21,77982,No,No
58,64863,Yes,No
42,25344,No,Yes
36,49531,No,No
63,61919,No,Yes
67,43017,Yes,Yes
57,23759,Yes,Yes
43,21787,No,Yes
69,38639,Yes,Yes
66,58292,Yes,Yes
56,63823,Yes,No
38,36532,Yes,No
55,79886,Yes,No
42,40586,Yes,Yes
50,58431,Yes,No
53,30201,No,No
24,27961,Yes,Yes
28,53685,No,No
31,37420,Yes,Yes
22,26048,Yes,Yes
21,26654,Yes,Yes
37,35412,Yes,No
26,28865,No,No
64,57197,No,Yes
39,60326,Yes,Yes
30,24054,Yes,No
34,78434,No,No
38,31265,No,No
32,31448,No,Yes
38,49814,No,Yes
29,73616,Yes,No
47,63655,Yes,Yes
65,34292,Yes,No
51,79398,Yes,Yes
58,57268,No,No
27,37754,No,Yes
58,62450,Yes,No
51,26187,No,No
65,60275,No,No
27,36576,Yes,No
35,60732,Yes,Yes
51,40422,No,Yes
49,36355,Yes,No
56,68951,Yes,No
49,65768,No,No
39,55792,Yes,No
46,42488,Yes,Yes
20,20192,No,Yes
29,32305,No,Yes
32,34700,No,No
52,62154,Yes,No
64,71199,Yes,No
27,20576,No,No
46,53936,No,Yes
30,26172,Yes,No
35,28158,No,No
60,42077,No,No
69,40447,No,Yes
30,77560,Yes,No
66,25035,No,No
47,75641,No,No
47,49428,Yes,No
56,22230,Yes,Yes
39,75985,Yes,No
39,61526,Yes,No
26,29266,No,Yes
44,32594,No,Yes
31,50463,Yes,No
42,35482,No,No
32,49712,Yes,Yes
23,34782,No,No
38,77263,Yes,No
28,29792,Yes,No
44,39607,Yes,No
50,63762,No,Yes
55,58703,Yes,No
64,22491,Yes,Yes
34,56751,Yes,Yes
43,77849,Yes,No
57,67515,Yes,No
64,74581,Yes,No
51,48410,No,No
35,23478,Yes,No
47,30440,Yes,No
31,27234,No,Yes
48,43670,No,No
49,20662,Yes,Yes
42,54813,No,Yes
40,36513,Yes,No
29,50390,No,No
21,66096,No,No
23,31764,Yes,No
26,65666,Yes,Yes
48,38529,No,Yes
60,36535,Yes,No
51,27171,Yes,No
59,21548,No,Yes
30,35828,Yes,No
27,67964,No,No
57,62807,Yes,Yes
46,46825,No,Yes
26,75337,Yes,No
62,56450,Yes,Yes
47,53342,Yes,No
61,59142,No,No
45,60652,Yes,No
49,78606,Yes,No
61,66986,Yes,Yes
45,50744,No,No
46,77655,Yes,No
45,33705,No,Yes
51,26844,No,Yes
54,38975,No,No
68,25733,No,No
48,71696,No,Yes
33,42520,No,No
60,28893,Yes,Yes
65,60085,No,Yes
51,53971,No,Yes
59,52293,No,Yes
43,39379,No,No
67,24263,Yes,Yes
34,78034,Yes,Yes
26,48933,Yes,No
45,78885,No,Yes
40,44336,No,Yes
64,27625,Yes,Yes
63,78277,Yes,Yes
43,35463,Yes,Yes
51,37918,Yes,Yes
28,73397,Yes,Yes
43,68019,Yes,No
64,32707,No,No
52,76590,No,No
38,64197,No,Yes
36,50768,No,Yes
26,60930,No,Yes
28,60900,No,No
67,59268,No,No
27,45350,Yes,No
39,45017,Yes,Yes
48,27204,Yes,No
57,76744,No,No
66,41795,No,No
23,37963,No,Yes
55,71350,No,Yes
59,65564,Yes,No
59,44401,Yes,Yes
43,39853,No,Yes
49,49674,No,No
52,34009,No,Yes
52,49532,Yes,Yes
28,57212,Yes,Yes
22,60185,No,Yes
23,68774,No,No
55,54186,No,No
53,78637,No,No
65,55408,No,No
53,76974,No,No
27,31486,Yes,No
33,61617,Yes,Yes
47,26315,No,Yes
33,27677,No,No
64,78664,Yes,No
48,22370,No,No
41,51324,No,Yes
49,69592,No,No
68,42419,No,No
59,24925,No,No
55,73467,Yes,No
35,56542,No,Yes
64,59513,Yes,No
32,46756,Yes,Yes
67,70645,Yes,Yes
55,25294,Yes,No
48,57534,Yes,No
55,61733,No,Yes
64,56765,No,Yes
37,34084,No,Yes
33,67114,No,No
48,35504,Yes,Yes
24,34010,No,Yes
34,55638,Yes,No
23,36573,No,Yes
35,28831,Yes,Yes
65,79491,No,Yes
20,23637,No,No
37,57859,Yes,No
44,68759,No,No
34,58406,No,No
33,51415,No,Yes
66,57904,Yes,No
64,52920,No,No
62,69581,No,No
31,26230,Yes,No
44,25119,Yes,No
60,68010,Yes,No
37,68101,Yes,No
22,62179,Yes,No
34,67257,No,No
32,38404,Yes,No
40,71914,No,No
51,62886,Yes,No
66,74691,No,Yes
47,35417,No,Yes
35,38319,No,No
30,26476,No,Yes
